Penyakit,Gejala 1,Gejala 2,Gejala 3,Gejala 4,Gejala 5,Gejala 6,Gejala 7,Gejala 8,Gejala 9,Gejala 10,Gejala 11,Gejala 12,Gejala 13,Gejala 14,Gejala 15,Gejala 16,Gejala 17,Gejala 18,Gejala 19
Malignant Catrrahal Fever,Moncong kering ,Pembengkakan kelenjar limfe,Hidung tersumbat kerak,Kelumpuhan sebelum mati,Sembelit,Moncong pecah terisi eksudat ,Kesulitan bernapas ,Radang otak,Gemetar,Kornea mata keruh keputihan,Keluar cairan pada mata,Erosi permukaan lidah,Keluar cairan pada hidung,Demam tinggi,Radang mulut,Tubuh kurus,Berjalan sempoyongan ,Radang kulit,Kematian mendadak
Malignant Catrrahal Fever,Berjalan sempoyongan ,Keluar cairan pada hidung,Kornea mata keruh keputihan,Hidung tersumbat kerak,Moncong kering ,Radang otak,Radang mulut,Moncong pecah terisi eksudat ,Demam tinggi,Pembengkakan kelenjar limfe,Kematian mendadak,Sembelit,Kelumpuhan sebelum mati,Keluar cairan pada mata,Gemetar,Radang kulit,Kesulitan bernapas ,Erosi permukaan lidah,Tubuh kurus
Malignant Catrrahal Fever,Erosi permukaan lidah,Tubuh kurus,Pembengkakan kelenjar limfe,Keluar cairan pada mata,Demam tinggi,Kelumpuhan sebelum mati,Kornea mata keruh keputihan,Moncong pecah terisi eksudat ,Radang kulit,Kematian mendadak,Hidung tersumbat kerak,Berjalan sempoyongan ,Moncong kering ,Gemetar,Radang mulut,Sembelit,Radang otak,Kesulitan bernapas ,Keluar cairan pada hidung
Apthea Epizootica (AE),Tidak nafsu makan,Bulu kusam,Radang lidah,Radang mulut ,Hypersalivasi,Kesulitan mengunyah ,Lepuh pada gusi,Penurunan produksi susu,Kuku dapat terlepas,Selaput lendir lidah terkelupas,,,,,,,,,
Apthea Epizootica (AE),Tidak nafsu makan,Bulu kusam,Radang lidah,Radang mulut ,Hypersalivasi,Kesulitan mengunyah ,Lepuh pada gusi,Penurunan produksi susu,Kuku dapat terlepas,,,,,,,,,,
Apthea Epizootica (AE),Tidak nafsu makan,Bulu kusam,Radang lidah,Radang mulut ,Hypersalivasi,Kesulitan mengunyah ,Lepuh pada gusi,Penurunan produksi susu,Selaput lendir lidah terkelupas,,,,,,,,,,
Apthea Epizootica (AE),Tidak nafsu makan,Bulu kusam,Radang lidah,Radang mulut ,Hypersalivasi,Kesulitan mengunyah ,Lepuh pada gusi,Kuku dapat terlepas,Selaput lendir lidah terkelupas,,,,,,,,,,
Apthea Epizootica (AE),Tidak nafsu makan,Bulu kusam,Radang lidah,Radang mulut ,Hypersalivasi,Kesulitan mengunyah ,Penurunan produksi susu,Kuku dapat terlepas,Selaput lendir lidah terkelupas,,,,,,,,,,
Apthea Epizootica (AE),Tidak nafsu makan,Bulu kusam,Radang lidah,Radang mulut ,Hypersalivasi,Lepuh pada gusi,Penurunan produksi susu,Kuku dapat terlepas,Selaput lendir lidah terkelupas,,,,,,,,,,
Apthea Epizootica (AE),Tidak nafsu makan,Bulu kusam,Radang lidah,Radang mulut ,Kesulitan mengunyah ,Lepuh pada gusi,Penurunan produksi susu,Kuku dapat terlepas,Selaput lendir lidah terkelupas,,,,,,,,,,
Apthea Epizootica (AE),Tidak nafsu makan,Bulu kusam,Radang lidah,Hypersalivasi,Kesulitan mengunyah ,Lepuh pada gusi,Penurunan produksi susu,Kuku dapat terlepas,Selaput lendir lidah terkelupas,,,,,,,,,,
Apthea Epizootica (AE),Tidak nafsu makan,Bulu kusam,Radang mulut ,Hypersalivasi,Kesulitan mengunyah ,Lepuh pada gusi,Penurunan produksi susu,Kuku dapat terlepas,Selaput lendir lidah terkelupas,,,,,,,,,,
Apthea Epizootica (AE),Tidak nafsu makan,Radang lidah,Radang mulut ,Hypersalivasi,Kesulitan mengunyah ,Lepuh pada gusi,Penurunan produksi susu,Kuku dapat terlepas,Selaput lendir lidah terkelupas,,,,,,,,,,
Apthea Epizootica (AE),Bulu kusam,Radang lidah,Radang mulut ,Hypersalivasi,Kesulitan mengunyah ,Lepuh pada gusi,Penurunan produksi susu,Kuku dapat terlepas,Selaput lendir lidah terkelupas,,,,,,,,,,
Apthea Epizootica (AE),Tidak nafsu makan,Hypersalivasi,Kesulitan mengunyah ,Penurunan produksi susu,Radang mulut ,Radang lidah,Lepuh pada gusi,Selaput lendir lidah terkelupas,Bulu kusam,Kuku dapat terlepas,,,,,,,,,
Apthea Epizootica (AE),Kesulitan mengunyah ,Bulu kusam,Penurunan produksi susu,Radang mulut ,Tidak nafsu makan,Selaput lendir lidah terkelupas,Lepuh pada gusi,Radang lidah,Kuku dapat terlepas,Hypersalivasi,,,,,,,,,
Apthea Epizootica (AE),Radang mulut ,Hypersalivasi,Kesulitan mengunyah ,Lepuh pada gusi,Selaput lendir lidah terkelupas,Bulu kusam,Penurunan produksi susu,Radang lidah,Tidak nafsu makan,Kuku dapat terlepas,,,,,,,,,
Apthea Epizootica (AE),Kesulitan mengunyah ,Lepuh pada gusi,Selaput lendir lidah terkelupas,Penurunan produksi susu,Kuku dapat terlepas,Hypersalivasi,Tidak nafsu makan,Bulu kusam,Radang mulut ,Radang lidah,,,,,,,,,
Apthea Epizootica (AE),Selaput lendir lidah terkelupas,Kesulitan mengunyah ,Tidak nafsu makan,Kuku dapat terlepas,Radang mulut ,Lepuh pada gusi,Radang lidah,Bulu kusam,Penurunan produksi susu,Hypersalivasi,,,,,,,,,
Apthea Epizootica (AE),Bulu kusam,Hypersalivasi,Selaput lendir lidah terkelupas,Penurunan produksi susu,Kuku dapat terlepas,Radang mulut ,Tidak nafsu makan,Kesulitan mengunyah ,Lepuh pada gusi,Radang lidah,,,,,,,,,
Bovine Epheral Fever (BEF),Demam tinggi,Kesulitan bernapas,Terlihat lesu,Gemetar,Hypersalivasi,Kekakuan anggota gerak,Pincang,Keluar cairan pada hidung,Keluar cairan pada mata,Penurunan produksi susu,Pembengkakan punggung,,,,,,,,
Bovine Epheral Fever (BEF),Demam tinggi,Kesulitan bernapas,Terlihat lesu,Gemetar,Hypersalivasi,Kekakuan anggota gerak,Pincang,Keluar cairan pada hidung,Keluar cairan pada mata,Penurunan produksi susu,,,,,,,,,
Bovine Epheral Fever (BEF),Demam tinggi,Kesulitan bernapas,Terlihat lesu,Gemetar,Hypersalivasi,Kekakuan anggota gerak,Pincang,Keluar cairan pada hidung,Keluar cairan pada mata,Pembengkakan punggung,,,,,,,,,
Bovine Epheral Fever (BEF),Demam tinggi,Kesulitan bernapas,Terlihat lesu,Gemetar,Hypersalivasi,Kekakuan anggota gerak,Pincang,Keluar cairan pada hidung,Penurunan produksi susu,Pembengkakan punggung,,,,,,,,,
Bovine Epheral Fever (BEF),Demam tinggi,Kesulitan bernapas,Terlihat lesu,Gemetar,Hypersalivasi,Kekakuan anggota gerak,Pincang,Keluar cairan pada mata,Penurunan produksi susu,Pembengkakan punggung,,,,,,,,,
Bovine Epheral Fever (BEF),Demam tinggi,Kesulitan bernapas,Terlihat lesu,Gemetar,Hypersalivasi,Kekakuan anggota gerak,Keluar cairan pada hidung,Keluar cairan pada mata,Penurunan produksi susu,Pembengkakan punggung,,,,,,,,,
Bovine Epheral Fever (BEF),Demam tinggi,Kesulitan bernapas,Terlihat lesu,Gemetar,Hypersalivasi,Pincang,Keluar cairan pada hidung,Keluar cairan pada mata,Penurunan produksi susu,Pembengkakan punggung,,,,,,,,,
Bovine Epheral Fever (BEF),Demam tinggi,Kesulitan bernapas,Terlihat lesu,Gemetar,Kekakuan anggota gerak,Pincang,Keluar cairan pada hidung,Keluar cairan pada mata,Penurunan produksi susu,Pembengkakan punggung,,,,,,,,,
Bovine Epheral Fever (BEF),Demam tinggi,Kesulitan bernapas,Terlihat lesu,Hypersalivasi,Kekakuan anggota gerak,Pincang,Keluar cairan pada hidung,Keluar cairan pada mata,Penurunan produksi susu,Pembengkakan punggung,,,,,,,,,
Bovine Epheral Fever (BEF),Demam tinggi,Kesulitan bernapas,Gemetar,Hypersalivasi,Kekakuan anggota gerak,Pincang,Keluar cairan pada hidung,Keluar cairan pada mata,Penurunan produksi susu,Pembengkakan punggung,,,,,,,,,
Bovine Epheral Fever (BEF),Demam tinggi,Terlihat lesu,Gemetar,Hypersalivasi,Kekakuan anggota gerak,Pincang,Keluar cairan pada hidung,Keluar cairan pada mata,Penurunan produksi susu,Pembengkakan punggung,,,,,,,,,
Bovine Epheral Fever (BEF),Kesulitan bernapas,Terlihat lesu,Gemetar,Hypersalivasi,Kekakuan anggota gerak,Pincang,Keluar cairan pada hidung,Keluar cairan pada mata,Penurunan produksi susu,Pembengkakan punggung,,,,,,,,,
Bovine Epheral Fever (BEF),Terlihat lesu,Keluar cairan pada mata,Pincang,Keluar cairan pada hidung,Pembengkakan punggung,Kesulitan bernapas,Penurunan produksi susu,Kekakuan anggota gerak,Demam tinggi,Hypersalivasi,Gemetar,,,,,,,,
Bovine Epheral Fever (BEF),Kekakuan anggota gerak,Gemetar,Pincang,Terlihat lesu,Keluar cairan pada mata,Keluar cairan pada hidung,Penurunan produksi susu,Pembengkakan punggung,Kesulitan bernapas,Demam tinggi,Hypersalivasi,,,,,,,,
Bovine Epheral Fever (BEF),Kesulitan bernapas,Keluar cairan pada mata,Demam tinggi,Kekakuan anggota gerak,Penurunan produksi susu,Terlihat lesu,Keluar cairan pada hidung,Pembengkakan punggung,Gemetar,Hypersalivasi,Pincang,,,,,,,,
Bovine Epheral Fever (BEF),Keluar cairan pada hidung,Pembengkakan punggung,Pincang,Penurunan produksi susu,Kekakuan anggota gerak,Kesulitan bernapas,Hypersalivasi,Terlihat lesu,Keluar cairan pada mata,Gemetar,Demam tinggi,,,,,,,,
Bovine Epheral Fever (BEF),Demam tinggi,Keluar cairan pada hidung,Hypersalivasi,Kesulitan bernapas,Kekakuan anggota gerak,Penurunan produksi susu,Pincang,Keluar cairan pada mata,Gemetar,Pembengkakan punggung,Terlihat lesu,,,,,,,,
Bovine Epheral Fever (BEF),Pembengkakan punggung,Gemetar,Hypersalivasi,Kesulitan bernapas,Pincang,Keluar cairan pada hidung,Penurunan produksi susu,Demam tinggi,Keluar cairan pada mata,Terlihat lesu,Kekakuan anggota gerak,,,,,,,,
Bovine Epheral Fever (BEF),Gemetar,Keluar cairan pada mata,Demam tinggi,Hypersalivasi,Penurunan produksi susu,Terlihat lesu,Kesulitan bernapas,Pembengkakan punggung,Keluar cairan pada hidung,Pincang,Kekakuan anggota gerak,,,,,,,,
Trypanosomiasis,Demam,Tidak nafsu makan,Tubuh kurus,Bulu rontok,Anemia,Busung daerah dagu,Keluar cairan pada hidung,Keluar cairan pada mata,Gemetar,Berjalan sempoyongan ,,,,,,,,,
Trypanosomiasis,Demam,Tidak nafsu makan,Tubuh kurus,Bulu rontok,Anemia,Busung daerah dagu,Keluar cairan pada hidung,Keluar cairan pada mata,Gemetar,,,,,,,,,,
Trypanosomiasis,Demam,Tidak nafsu makan,Tubuh kurus,Bulu rontok,Anemia,Busung daerah dagu,Keluar cairan pada hidung,Keluar cairan pada mata,Berjalan sempoyongan ,,,,,,,,,,
Trypanosomiasis,Demam,Tidak nafsu makan,Tubuh kurus,Bulu rontok,Anemia,Busung daerah dagu,Keluar cairan pada hidung,Gemetar,Berjalan sempoyongan ,,,,,,,,,,
Trypanosomiasis,Demam,Tidak nafsu makan,Tubuh kurus,Bulu rontok,Anemia,Busung daerah dagu,Keluar cairan pada mata,Gemetar,Berjalan sempoyongan ,,,,,,,,,,
Trypanosomiasis,Demam,Tidak nafsu makan,Tubuh kurus,Bulu rontok,Anemia,Keluar cairan pada hidung,Keluar cairan pada mata,Gemetar,Berjalan sempoyongan ,,,,,,,,,,
Trypanosomiasis,Demam,Tidak nafsu makan,Tubuh kurus,Bulu rontok,Busung daerah dagu,Keluar cairan pada hidung,Keluar cairan pada mata,Gemetar,Berjalan sempoyongan ,,,,,,,,,,
Trypanosomiasis,Demam,Tidak nafsu makan,Tubuh kurus,Anemia,Busung daerah dagu,Keluar cairan pada hidung,Keluar cairan pada mata,Gemetar,Berjalan sempoyongan ,,,,,,,,,,
Trypanosomiasis,Demam,Tidak nafsu makan,Bulu rontok,Anemia,Busung daerah dagu,Keluar cairan pada hidung,Keluar cairan pada mata,Gemetar,Berjalan sempoyongan ,,,,,,,,,,
Trypanosomiasis,Demam,Tubuh kurus,Bulu rontok,Anemia,Busung daerah dagu,Keluar cairan pada hidung,Keluar cairan pada mata,Gemetar,Berjalan sempoyongan ,,,,,,,,,,
Trypanosomiasis,Tidak nafsu makan,Tubuh kurus,Bulu rontok,Anemia,Busung daerah dagu,Keluar cairan pada hidung,Keluar cairan pada mata,Gemetar,Berjalan sempoyongan ,,,,,,,,,,
Trypanosomiasis,Demam,Tidak nafsu makan,Busung daerah dagu,Keluar cairan pada hidung,Anemia,Berjalan sempoyongan ,Bulu rontok,Keluar cairan pada mata,Tubuh kurus,Gemetar,,,,,,,,,
Trypanosomiasis,Berjalan sempoyongan ,Tidak nafsu makan,Tubuh kurus,Busung daerah dagu,Keluar cairan pada mata,Bulu rontok,Anemia,Demam,Gemetar,Keluar cairan pada hidung,,,,,,,,,
Trypanosomiasis,Anemia,Berjalan sempoyongan ,Bulu rontok,Busung daerah dagu,Demam,Gemetar,Keluar cairan pada hidung,Keluar cairan pada mata,Tidak nafsu makan,Tubuh kurus,,,,,,,,,
Trypanosomiasis,Tubuh kurus,Keluar cairan pada mata,Anemia,Keluar cairan pada hidung,Busung daerah dagu,Gemetar,Tidak nafsu makan,Berjalan sempoyongan ,Bulu rontok,Demam,,,,,,,,,
Trypanosomiasis,Bulu rontok,Tidak nafsu makan,Busung daerah dagu,Gemetar,Tubuh kurus,Anemia,Demam,Berjalan sempoyongan ,Keluar cairan pada hidung,Keluar cairan pada mata,,,,,,,,,
Trypanosomiasis,Tidak nafsu makan,Demam,Gemetar,Busung daerah dagu,Anemia,Tubuh kurus,Keluar cairan pada mata,Keluar cairan pada hidung,Bulu rontok,Berjalan sempoyongan ,,,,,,,,,
Trypanosomiasis,Gemetar,Busung daerah dagu,Keluar cairan pada hidung,Tidak nafsu makan,Demam,Bulu rontok,Anemia,Berjalan sempoyongan ,Keluar cairan pada mata,Tubuh kurus,,,,,,,,,
Fasciolasis,Konstipasi,Sembelit,Mencret,Tubuh kurus,Bulu berdiri,Stres,Perut membesar,Anemia,Selaput lendir pucat kekuningan,Busung di bawah rahang,Busung di bawah perut ,Hambatan pertumbuhan,Kondisi lemah,,,,,,
Fasciolasis,Konstipasi,Sembelit,Mencret,Tubuh kurus,Bulu berdiri,Stres,Perut membesar,Anemia,Selaput lendir pucat kekuningan,Busung di bawah rahang,Busung di bawah perut ,Hambatan pertumbuhan,,,,,,,
Fasciolasis,Konstipasi,Sembelit,Mencret,Tubuh kurus,Bulu berdiri,Stres,Perut membesar,Anemia,Selaput lendir pucat kekuningan,Busung di bawah rahang,Busung di bawah perut ,Kondisi lemah,,,,,,,
Fasciolasis,Konstipasi,Sembelit,Mencret,Tubuh kurus,Bulu berdiri,Stres,Perut membesar,Anemia,Selaput lendir pucat kekuningan,Busung di bawah rahang,Hambatan pertumbuhan,Kondisi lemah,,,,,,,
Fasciolasis,Konstipasi,Sembelit,Mencret,Tubuh kurus,Bulu berdiri,Stres,Perut membesar,Anemia,Selaput lendir pucat kekuningan,Busung di bawah perut ,Hambatan pertumbuhan,Kondisi lemah,,,,,,,
Fasciolasis,Konstipasi,Sembelit,Mencret,Tubuh kurus,Bulu berdiri,Stres,Perut membesar,Anemia,Busung di bawah rahang,Busung di bawah perut ,Hambatan pertumbuhan,Kondisi lemah,,,,,,,
Fasciolasis,Konstipasi,Sembelit,Mencret,Tubuh kurus,Bulu berdiri,Stres,Perut membesar,Selaput lendir pucat kekuningan,Busung di bawah rahang,Busung di bawah perut ,Hambatan pertumbuhan,Kondisi lemah,,,,,,,
Fasciolasis,Konstipasi,Sembelit,Mencret,Tubuh kurus,Bulu berdiri,Stres,Anemia,Selaput lendir pucat kekuningan,Busung di bawah rahang,Busung di bawah perut ,Hambatan pertumbuhan,Kondisi lemah,,,,,,,
Fasciolasis,Konstipasi,Sembelit,Mencret,Tubuh kurus,Bulu berdiri,Perut membesar,Anemia,Selaput lendir pucat kekuningan,Busung di bawah rahang,Busung di bawah perut ,Hambatan pertumbuhan,Kondisi lemah,,,,,,,
Fasciolasis,Konstipasi,Sembelit,Mencret,Tubuh kurus,Stres,Perut membesar,Anemia,Selaput lendir pucat kekuningan,Busung di bawah rahang,Busung di bawah perut ,Hambatan pertumbuhan,Kondisi lemah,,,,,,,
Fasciolasis,Konstipasi,Sembelit,Mencret,Bulu berdiri,Stres,Perut membesar,Anemia,Selaput lendir pucat kekuningan,Busung di bawah rahang,Busung di bawah perut ,Hambatan pertumbuhan,Kondisi lemah,,,,,,,
Fasciolasis,Konstipasi,Sembelit,Tubuh kurus,Bulu berdiri,Stres,Perut membesar,Anemia,Selaput lendir pucat kekuningan,Busung di bawah rahang,Busung di bawah perut ,Hambatan pertumbuhan,Kondisi lemah,,,,,,,
Fasciolasis,Konstipasi,Mencret,Tubuh kurus,Bulu berdiri,Stres,Perut membesar,Anemia,Selaput lendir pucat kekuningan,Busung di bawah rahang,Busung di bawah perut ,Hambatan pertumbuhan,Kondisi lemah,,,,,,,
Fasciolasis,Sembelit,Mencret,Tubuh kurus,Bulu berdiri,Stres,Perut membesar,Anemia,Selaput lendir pucat kekuningan,Busung di bawah rahang,Busung di bawah perut ,Hambatan pertumbuhan,Kondisi lemah,,,,,,,
Fasciolasis,Selaput lendir pucat kekuningan,Sembelit,Kondisi lemah,Hambatan pertumbuhan,Mencret,Tubuh kurus,Perut membesar,Busung di bawah perut ,Konstipasi,Busung di bawah rahang,Stres,Bulu berdiri,Anemia,,,,,,
Fasciolasis,Sembelit,Anemia,Perut membesar,Busung di bawah rahang,Tubuh kurus,Hambatan pertumbuhan,Busung di bawah perut ,Bulu berdiri,Mencret,Selaput lendir pucat kekuningan,Stres,Kondisi lemah,Konstipasi,,,,,,
Fasciolasis,Perut membesar,Busung di bawah perut ,Stres,Mencret,Selaput lendir pucat kekuningan,Bulu berdiri,Sembelit,Busung di bawah rahang,Anemia,Kondisi lemah,Hambatan pertumbuhan,Tubuh kurus,Konstipasi,,,,,,
Fasciolasis,Hambatan pertumbuhan,Anemia,Perut membesar,Konstipasi,Busung di bawah perut ,Tubuh kurus,Bulu berdiri,Stres,Kondisi lemah,Sembelit,Selaput lendir pucat kekuningan,Mencret,Busung di bawah rahang,,,,,,
Fasciolasis,Konstipasi,Selaput lendir pucat kekuningan,Hambatan pertumbuhan,Tubuh kurus,Busung di bawah rahang,Stres,Busung di bawah perut ,Mencret,Perut membesar,Kondisi lemah,Bulu berdiri,Sembelit,Anemia,,,,,,
Fasciolasis,Busung di bawah rahang,Tubuh kurus,Selaput lendir pucat kekuningan,Busung di bawah perut ,Bulu berdiri,Kondisi lemah,Mencret,Perut membesar,Hambatan pertumbuhan,Sembelit,Anemia,Stres,Konstipasi,,,,,,
Fasciolasis,Anemia,Selaput lendir pucat kekuningan,Busung di bawah rahang,Tubuh kurus,Kondisi lemah,Konstipasi,Busung di bawah perut ,Sembelit,Hambatan pertumbuhan,Mencret,Bulu berdiri,Perut membesar,Stres,,,,,,
Nematodosis,Bulu berdiri,Tidak nafsu makan,Kulit kering,Anemia,Bulu kusam,Busung di bawah rahang ,Kotoran bau asam butirat,Kotoran berlendir dan berdarah ,,,,,,,,,,,
Nematodosis,Bulu berdiri,Tidak nafsu makan,Kulit kering,Anemia,Bulu kusam,Busung di bawah rahang ,Kotoran bau asam butirat,,,,,,,,,,,,
Nematodosis,Bulu berdiri,Tidak nafsu makan,Kulit kering,Anemia,Bulu kusam,Busung di bawah rahang ,Kotoran berlendir dan berdarah ,,,,,,,,,,,,
Nematodosis,Bulu berdiri,Tidak nafsu makan,Kulit kering,Anemia,Bulu kusam,Kotoran bau asam butirat,Kotoran berlendir dan berdarah ,,,,,,,,,,,,
Nematodosis,Bulu berdiri,Tidak nafsu makan,Kulit kering,Anemia,Busung di bawah rahang ,Kotoran bau asam butirat,Kotoran berlendir dan berdarah ,,,,,,,,,,,,
Nematodosis,Bulu berdiri,Tidak nafsu makan,Kulit kering,Bulu kusam,Busung di bawah rahang ,Kotoran bau asam butirat,Kotoran berlendir dan berdarah ,,,,,,,,,,,,
Nematodosis,Bulu berdiri,Tidak nafsu makan,Anemia,Bulu kusam,Busung di bawah rahang ,Kotoran bau asam butirat,Kotoran berlendir dan berdarah ,,,,,,,,,,,,
Nematodosis,Bulu berdiri,Kulit kering,Anemia,Bulu kusam,Busung di bawah rahang ,Kotoran bau asam butirat,Kotoran berlendir dan berdarah ,,,,,,,,,,,,
Nematodosis,Tidak nafsu makan,Kulit kering,Anemia,Bulu kusam,Busung di bawah rahang ,Kotoran bau asam butirat,Kotoran berlendir dan berdarah ,,,,,,,,,,,,
Nematodosis,Busung di bawah rahang ,Tidak nafsu makan,Kotoran berlendir dan berdarah ,Kotoran bau asam butirat,Bulu berdiri,Bulu kusam,Anemia,Kulit kering,,,,,,,,,,,
Nematodosis,Tidak nafsu makan,Busung di bawah rahang ,Kotoran berlendir dan berdarah ,Bulu kusam,Kulit kering,Anemia,Bulu berdiri,Kotoran bau asam butirat,,,,,,,,,,,
Nematodosis,Anemia,Bulu berdiri,Busung di bawah rahang ,Kotoran bau asam butirat,Bulu kusam,Kulit kering,Tidak nafsu makan,Kotoran berlendir dan berdarah ,,,,,,,,,,,
Nematodosis,Tidak nafsu makan,Kotoran bau asam butirat,Bulu kusam,Busung di bawah rahang ,Anemia,Kotoran berlendir dan berdarah ,Bulu berdiri,Kulit kering,,,,,,,,,,,
Nematodosis,Kotoran berlendir dan berdarah ,Anemia,Busung di bawah rahang ,Bulu kusam,Kulit kering,Tidak nafsu makan,Bulu berdiri,Kotoran bau asam butirat,,,,,,,,,,,
Thelazia,Pembengkakan mata,Luka cornea mata,Kekeruhan cornea mata ,Photophobia,Lakrimasi,Terdapat cacing di mata,Kebutaan,,,,,,,,,,,,
Thelazia,Pembengkakan mata,Luka cornea mata,Kekeruhan cornea mata ,Photophobia,Lakrimasi,Terdapat cacing di mata,,,,,,,,,,,,,
Thelazia,Pembengkakan mata,Luka cornea mata,Kekeruhan cornea mata ,Photophobia,Lakrimasi,Kebutaan,,,,,,,,,,,,,
Thelazia,Pembengkakan mata,Luka cornea mata,Kekeruhan cornea mata ,Photophobia,Terdapat cacing di mata,Kebutaan,,,,,,,,,,,,,
Thelazia,Pembengkakan mata,Luka cornea mata,Kekeruhan cornea mata ,Lakrimasi,Terdapat cacing di mata,Kebutaan,,,,,,,,,,,,,
Thelazia,Pembengkakan mata,Luka cornea mata,Photophobia,Lakrimasi,Terdapat cacing di mata,Kebutaan,,,,,,,,,,,,,
Thelazia,Pembengkakan mata,Kekeruhan cornea mata ,Photophobia,Lakrimasi,Terdapat cacing di mata,Kebutaan,,,,,,,,,,,,,
Thelazia,Luka cornea mata,Kekeruhan cornea mata ,Photophobia,Lakrimasi,Terdapat cacing di mata,Kebutaan,,,,,,,,,,,,,
Thelazia,Kekeruhan cornea mata ,Terdapat cacing di mata,Lakrimasi,Pembengkakan mata,Kebutaan,Luka cornea mata,Photophobia,,,,,,,,,,,,
Thelazia,Pembengkakan mata,Photophobia,Kekeruhan cornea mata ,Lakrimasi,Luka cornea mata,Kebutaan,Terdapat cacing di mata,,,,,,,,,,,,
Thelazia,Photophobia,Pembengkakan mata,Kebutaan,Luka cornea mata,Terdapat cacing di mata,Kekeruhan cornea mata ,Lakrimasi,,,,,,,,,,,,
Thelazia,Kebutaan,Pembengkakan mata,Photophobia,Lakrimasi,Terdapat cacing di mata,Kekeruhan cornea mata ,Luka cornea mata,,,,,,,,,,,,
Thelazia,Lakrimasi,Terdapat cacing di mata,Kekeruhan cornea mata ,Pembengkakan mata,Photophobia,Kebutaan,Luka cornea mata,,,,,,,,,,,,
Thelazia,Kebutaan,Photophobia,Lakrimasi,Pembengkakan mata,Terdapat cacing di mata,Luka cornea mata,Kekeruhan cornea mata ,,,,,,,,,,,,
Scabies,Gatal hebat ,Menggosok tubuh ke dinding ,Menggigit gigit tubuh ,Luka-luka dan lecet,Lepuh bernanah pada kulit,Kulit mengeras ,Kulit menebal serta melipat-lipat ,Bulu rontok,,,,,,,,,,,
Scabies,Gatal hebat ,Menggosok tubuh ke dinding ,Menggigit gigit tubuh ,Luka-luka dan lecet,Lepuh bernanah pada kulit,Kulit mengeras ,Kulit menebal serta melipat-lipat ,,,,,,,,,,,,
Scabies,Gatal hebat ,Menggosok tubuh ke dinding ,Menggigit gigit tubuh ,Luka-luka dan lecet,Lepuh bernanah pada kulit,Kulit mengeras ,Bulu rontok,,,,,,,,,,,,
Scabies,Gatal hebat ,Menggosok tubuh ke dinding ,Menggigit gigit tubuh ,Luka-luka dan lecet,Lepuh bernanah pada kulit,Kulit menebal serta melipat-lipat ,Bulu rontok,,,,,,,,,,,,
Scabies,Gatal hebat ,Menggosok tubuh ke dinding ,Menggigit gigit tubuh ,Luka-luka dan lecet,Kulit mengeras ,Kulit menebal serta melipat-lipat ,Bulu rontok,,,,,,,,,,,,
Scabies,Gatal hebat ,Menggosok tubuh ke dinding ,Menggigit gigit tubuh ,Lepuh bernanah pada kulit,Kulit mengeras ,Kulit menebal serta melipat-lipat ,Bulu rontok,,,,,,,,,,,,
